Urdu Text,Roman Transliteration
مرکز دیدۂ خوبان جہاں ہیں بہی تو کیا,markazedīdaeḳhūbānejahāñ haiñ bhī to kyā
ایک نسبت بہی تو رکہتے ہیں تری ذات سے ہم,ek nisbat bhī to rakhte haiñ tirī zaat se ham
ہم نے کاٹی ہیں تری یاد میں راتیں اکثر,ham ne kaatī haiñ tirī yaad meñ rāteñ aksar
دل سے گزری ہیں ستاروں کی براتیں اکثر,dil se guzrī haiñ sitāroñ kī barāteñ aksar
اور تو کون ہے جو مجہ کو تسلی دیتا,aur to kaun hai jo mujh ko tasallī detā
ہاتہ رکہ دیتی ہیں دل پر تری باتیں اکثر,haath rakh detī haiñ dil par tirī bāteñ aksar
حسن شائستۂ تہذیب الم ہے شاید,husn shāistaetahzībealam hai shāyad
غم زدہ لگتی ہیں کیوں چاندنی راتیں اکثر,ġhamzada lagtī haiñ kyuuñ chāñdnī rāteñ aksar
حال کہنا ہے کسی سے تو مخاطب ہے کوئی,haal kahnā hai kisī se to muḳhātab hai koī
کتنی دلچسپ ہوا کرتی ہیں باتیں اکثر,kitnī dilchasp huā kartī haiñ bāteñ aksar
عشق رہزن نہ سہی عشق کے ہاتہوں پہر بہی,ishq rahzan na sahī ishq ke hāthoñ phir bhī
ہم نے لٹتی ہوئی دیکہی ہیں براتیں اکثر,ham ne luttī huī dekhī haiñ barateñ aksar
ہم سے اک بار بہی جیتا ہے نہ جیتے گا کوئی,ham se ik baar bhī jiitā hai na jītegā koī
وہ تو ہم جان کے کہا لیتے ہیں ماتیں اکثر,vo to ham jaan ke khā lete haiñ māteñ aksar
ان سے پوچہو کبہی چہرے بہی پڑہے ہیں تم نے,un se pūchho kabhī chehre bhī paḍhe haiñ tum ne
جو کتابوں کی کیا کرتے ہیں باتیں اکثر,jo kitāboñ kī kiyā karte haiñ bāteñ aksar
ہم نے ان تند ہواؤں میں جلائے ہیں چراغ,ham ne un tundhavāoñ meñ jalāe haiñ charāġh
جن ہواؤں نے الٹ دی ہیں بساطیں اکثر,jin havāoñ ne ulat dī haiñ bisāteñ aksar
ہم سے بہاگا نہ کرو دور غزالوں کی طرح,ham se bhāgā na karo duur ġhazāloñ kī tarah
ہم نے چاہا ہے تمہیں چاہنے والوں کی طرح,ham ne chāhā hai tumheñ chāhne vāloñ kī tarah
خودبخود نیند سی انکہوں میں گہلی جاتی ہے,ḳhudbaḳhud niind sī āñkhoñ meñ ghulī jaatī hai
مہکی مہکی ہے شب غم ترے بالوں کی طرح,mahkī mahkī hai shabeġham tire bāloñ kī tarah
تیرے بن رات کے ہاتہوں پہ یہ تاروں کے ایاغ,tere bin raat ke hāthoñ pe ye tāroñ ke ayāġh
خوبصورت ہیں مگر زہر کے پیالوں کی طرح,ḳhūbsūrat haiñ magar zahr ke pyāloñ kī tarah
اور کیا اس سے زیادہ کوئی نرمی برتوں,aur kyā is se ziyāda koī narmī bartūñ
دل کے زخموں کو چہوا ہے ترے گالوں کی طرح,dil ke zaḳhmoñ ko chhuā hai tire gāloñ kī tarah
گنگناتے ہوئے اور ا کبہی ان سینوں میں,gungunāte hue aur aa kabhī un sīnoñ meñ
تیری خاطر جو مہکتے ہیں شوالوں کی طرح,terī ḳhātir jo mahakte haiñ shivāloñ kī tarah
تیری زلفیں تری انکہیں ترے ابرو ترے لب,terī zulfeñ tirī āñkheñ tire abrū tire lab
اب بہی مشہور ہیں دنیا میں مثالوں کی طرح,ab bhī mashhūr haiñ duniyā meñ misāloñ kī tarah
ہم سے مایوس نہ ہو اے شب دوراں کہ ابہی,ham se māyūs na ho ai shabedaurāñ ki abhī
دل میں کچہ درد چمکتے ہیں اجالوں کی طرح,dil meñ kuchh dard chamakte haiñ ujāloñ kī tarah
مجہ سے نظریں تو ملاؤ کہ ہزاروں چہرے,mujh se nazreñ to milāo ki hazāroñ chehre
میری انکہوں میں سلگتے ہیں سوالوں کی طرح,merī āñkhoñ meñ sulagte haiñ savāloñ kī tarah
اور تو مجہ کو ملا کیا مری محنت کا صلہ,aur to mujh ko milā kyā mirī mehnat kā sila
چند سکے ہیں مرے ہاتہ میں چہالوں کی طرح,chand sikke haiñ mire haath meñ chhāloñ kī tarah
جستجو نے کسی منزل پہ ٹہہرنے نہ دیا,justujū ne kisī manzil pe thaharne na diyā
ہم بہٹکتے رہے اوارہ خیالوں کی طرح,ham bhatakte rahe āvāra ḳhayāloñ kī tarah
زندگی جس کو ترا پیار ملا وہ جانے,zindagī jis ko tirā pyaar milā vo jaane
ہم تو ناکام رہے چاہنے والوں کی طرح,ham to nākām rahe chāhne vāloñ kī tarah
ہر ایک روح میں اک غم چہپا لگے ہے مجہے,har ek ruuh meñ ik ġham chhupā lage hai mujhe
یہ زندگی تو کوئی بد دعا لگے ہے مجہے,ye zindagī to koī badduā lage hai mujhe
پسند خاطر اہل وفا ہے مدت سے,pasandeḳhātireahlevafā hai muddat se
یہ دل کا داغ جو خود بہی بہلا لگے ہے مجہے,ye dil kā daaġh jo ḳhud bhī bhalā lage hai mujhe
جو انسوؤں میں کبہی رات بہیگ جاتی ہے,jo āñsuoñ meñ kabhī raat bhiig jaatī hai
بہت قریب وہ اواز پا لگے ہے مجہے,bahut qarīb vo āvāzepā lage hai mujhe
میں سو بہی جاؤں تو کیا میری بند انکہوں میں,maiñ so bhī jāūñ to kyā merī band āñkhoñ meñ
تمام رات کوئی جہانکتا لگے ہے مجہے,tamām raat koī jhāñktā lage hai mujhe
میں جب بہی اس کے خیالوں میں کہو سا جاتا ہوں,maiñ jab bhī us ke ḳhayāloñ meñ kho sā jaatā huuñ
وہ خود بہی بات کرے تو برا لگے ہے مجہے,vo ḳhud bhī baat kare to burā lage hai mujhe
میں سوچتا تہا کہ لوٹوں گا اجنبی کی طرح,maiñ sochtā thā ki lautūñgā ajnabī kī tarah
یہ میرا گاؤں تو پہچانتا لگے ہے مجہے,ye merā gaañv to pahchāntā lage hai mujhe
نہ جانے وقت کی رفتار کیا دکہاتی ہے,na jaane vaqt kī raftār kyā dikhātī hai
کبہی کبہی تو بڑا خوف سا لگے ہے مجہے,kabhī kabhī to baḍā ḳhauf sā lage hai mujhe
بکہر گیا ہے کچہ اس طرح ادمی کا وجود,bikhar gayā hai kuchh is tarah aadmī kā vajūd
ہر ایک فرد کوئی سانحہ لگے ہے مجہے,har ek fard koī sāneha lage hai mujhe
اب ایک ادہ قدم کا حساب کیا رکہئے,ab ek aadh qadam kā hisāb kyā rakhiye
ابہی تلک تو وہی فاصلہ لگے ہے مجہے,abhī talak to vahī fāsla lage hai mujhe
حکایت غم دل کچہ کشش تو رکہتی ہے,hikāyateġhamedil kuchh kashish to rakhtī hai
زمانہ غور سے سنتا ہوا لگے ہے مجہے,zamāna ġhaur se suntā huā lage hai mujhe
ہر ایک شخص پریشان و در بدر سا لگے,har ek shaḳhs pareshānodarbadar sā lage
یہ شہر مجہ کو تو یارو کوئی بہنور سا لگے,ye shahr mujh ko to yaaro koī bhañvar sā lage
اب اس کے طرز تجاہل کو کیا کہے کوئی,ab us ke tarzetajāhul ko kyā kahe koī
وہ بے خبر تو نہیں پہر بہی بے خبر سا لگے,vo beḳhabar to nahīñ phir bhī beḳhabar sā lage
ہر ایک غم کو خوشی کی طرح برتنا ہے,har ek ġham ko ḳhushī kī tarah baratnā hai
یہ دور وہ ہے کہ جینا بہی اک ہنر سا لگے,ye daur vo hai ki jiinā bhī ik hunar sā lage
نشاط صحبت رنداں بہت غنیمت ہے,nashātesohbaterindāñ bahut ġhanīmat hai
کہ لمحہ لمحہ پر اشوب و پر خطر سا لگے,ki lamha lamha purāshobopurḳhatar sā lage
کسے خبر ہے کہ دنیا کا حشر کیا ہوگا,kise ḳhabar hai ki duniyā kā hashr kyā hogā
کبہی کبہی تو مجہے ادمی سے ڈر سا لگے,kabhī kabhī to mujhe aadmī se dar sā lage
وہ تند وقت کی رو ہے کہ پاؤں ٹک نہ سکیں,vo tund vaqt kī rau hai ki paañv tik na sakeñ
ہر ادمی کوئی اکہڑا ہوا شجر سا لگے,har aadmī koī ukhḍā huā shajar sā lage
جہان نو کے مکمل سنگار کی خاطر,jahānenau ke mukammal siñgār kī ḳhātir
صدی صدی کا زمانہ بہی مختصر سا لگے,sadī sadī kā zamāna bhī muḳhtasar sā lage
حوصلہ کہو نہ دیا تیری نہیں سے ہم نے,hausla kho na diyā terī nahīñ se ham ne
کتنی شکنوں کو چنا تیری جبیں سے ہم نے,kitnī shiknoñ ko chunā terī jabīñ se ham ne
وہ بہی کیا دن تہے کہ دیوانہ بنے پہرتے تہے,vo bhī kyā din the ki dīvāna bane phirte the
سن لیا تہا ترے بارے میں کہیں سے ہم نے,sun liyā thā tire baare meñ kahīñ se ham ne
جس جگہ پہلے پہل نام ترا اتا ہے,jis jagah pahlepahal naam tirā aatā hai
داستاں اپنی سنائی ہے وہیں سے ہم نے,dāstāñ apnī sunāī hai vahīñ se ham ne
یوں تو احسان حسینوں کے اٹہائے ہیں بہت,yuuñ to ehsān hasīnoñ ke uthāe haiñ bahut
پیار لیکن جو کیا ہے تو تمہیں سے ہم نے,pyaar lekin jo kiyā hai to tumhīñ se ham ne
کچہ سمجہ کر ہی خدا تجہ کو کہا ہے ورنہ,kuchh samajh kar hī ḳhudā tujh ko kahā hai varna
کون سی بات کہی اتنے یقیں سے ہم نے,kaun sī baat kahī itne yaqīñ se ham ne
جب لگیں زخم تو قاتل کو دعا دی جائے,jab lageñ zaḳhm to qātil ko duā dī jaae
ہے یہی رسم تو یہ رسم اٹہا دی جائے,hai yahī rasm to ye rasm uthā dī jaae
دل کا وہ حال ہوا ہے غم دوراں کے تلے,dil kā vo haal huā hai ġhamedaurāñ ke tale
جیسے اک لاش چٹانوں میں دبا دی جائے,jaise ik laash chatānoñ meñ dabā dī jaae
انہیں گل رنگ دریچوں سے سحر جہانکے گی,inhīñ gulrañg darīchoñ se sahar jhāñkegī
کیوں نہ کہلتے ہوئے زخموں کو دعا دی جائے,kyuuñ na khilte hue zaḳhmoñ ko duā dī jaae
کم نہیں نشے میں جاڑے کی گلابی راتیں,kam nahīñ nashshe meñ jaaḍe kī gulābī rāteñ
اور اگر تیری جوانی بہی ملا دی جائے,aur agar terī javānī bhī milā dī jaae
ہم سے پوچہو کہ غزل کیا ہے غزل کا فن کیا,ham se pūchho ki ġhazal kyā hai ġhazal kā fan kyā
چند لفظوں میں کوئی اگ چہپا دی جائے,chand lafzoñ meñ koī aag chhupā dī jaae
جسم کی ہر بات ہے اوارگی یہ مت کہو,jism kī har baat hai āvārgī ye mat kaho
ہم بہی کر سکتے ہیں ایسی شاعری یہ مت کہو,ham bhī kar sakte haiñ aisī shāerī ye mat kaho
اس نظر کی اس بدن کی گنگناہٹ تو سنو,us nazar kī us badan kī gungunāhat to suno
ایک سی ہوتی ہے ہر اک راگنی یہ مت کہو,ek sī hotī hai har ik rāgnī ye mat kaho
ہم سے دیوانوں کے بن دنیا سنورتی کس طرح,ham se dīvānoñ ke bin duniyā sañvartī kis tarah
عقل کے اگے ہے کیا دیوانگی یہ مت کہو,aql ke aage hai kyā dīvāngī ye mat kaho
کٹ سکی ہیں اج تک سونے کی زنجیریں کہاں,kat sakī haiñ aaj tak sone kī zanjīreñ kahāñ
ہم بہی اب ازاد ہیں یارو ابہی یہ مت کہو,ham bhī ab āzād haiñ yaaro abhī ye mat kaho
پاؤں اتنے تیز ہیں اٹہتے نظر اتے نہیں,paañv itne tez haiñ uthte nazar aate nahīñ
اج تہک کر رہ گیا ہے ادمی یہ مت کہو,aaj thak kar rah gayā hai aadmī ye mat kaho
جتنے وعدے کل تہے اتنے اج بہی موجود ہیں,jitne vaade kal the utne aaj bhī maujūd haiñ
ان کے وعدوں میں ہوئی ہے کچہ کمی یہ مت کہو,un ke vaadoñ meñ huī hai kuchh kamī ye mat kaho
دل میں اپنے درد کی چہٹکی ہوئی ہے چاندنی,dil meñ apne dard kī chhitkī huī hai chāñdnī
ہر طرف پہیلی ہوئی ہے تیرگی یہ مت کہو,har taraf phailī huī hai tīrgī ye mat kaho
خود بہ خود مے ہے کہ شیشے میں بہری اوے ہے,ḳhudbaḳhud mai hai ki shīshe meñ bharī aave hai
کس بلا کی تمہیں جادو نظری اوے ہے,kis balā kī tumheñ jādūnazarī aave hai
دل میں در اوے ہے ہر صبح کوئی یاد ایسے,dil meñ dar aave hai har subh koī yaad aise
جوں دبے پاؤں نسیم سحری اوے ہے,juuñ dabepāñv nasīmesaharī aave hai
اور بہی زخم ہوئے جاتے ہیں گہرے دل کے,aur bhī zaḳhm hue jaate haiñ gahre dil ke
ہم تو سمجہے تہے تمہیں چارہ گری اوے ہے,ham to samjhe the tumheñ chāragarī aave hai
ایک قطرہ بہی لہو جب نہ رہے سینے میں,ek qatra bhī lahū jab na rahe siine meñ
تب کہیں عشق میں کچہ بے جگری اوے ہے,tab kahīñ ishq meñ kuchh bejigarī aave hai
چاک داماں و گریباں کے بہی اداب ہیں کچہ,chākedāmāñogirebāñ ke bhī ādāb haiñ kuchh
ہر دوانے کو کہاں جامہ دری اوے ہے,har divāne ko kahāñ jāmadarī aave hai
شجر عشق تو مانگے ہے لہو کے انسو,shajareishq to māñge hai lahū ke aañsū
تب کہیں جا کے کوئی شاخ ہری اوے ہے,tab kahīñ jā ke koī shāḳh harī aave hai
تو کبہی راگ کبہی رنگ کبہی خوشبو ہے,tū kabhī raag kabhī rañg kabhī ḳhushbū hai
کیسی کیسی نہ تجہے عشوہ گری اوے ہے,kaisī kaisī na tujhe ishvagarī aave hai
اپ اپنے کو بہلانا کوئی اسان نہیں,āpapne ko bhulānā koī āsān nahīñ
بڑی مشکل سے میاں بے خبری اوے ہے,baḍī mushkil se miyāñ beḳhabarī aave hai
اے مرے شہر نگاراں ترا کیا حال ہوا,ai mire shahrenigārāñ tirā kyā haal huā
چپے چپے پہ مرے انکہ بہری اوے ہے,chappe chappe pe mire aañkh bharī aave hai
صاحبو حسن کی پہچان کوئی کہیل نہیں,sāhibo husn kī pahchān koī khel nahīñ
دل لہو ہو تو کہیں دیدہ وری اوے ہے,dil lahū ho to kahīñ dīdavarī aave hai
لاکہ اوارہ سہی شہروں کے فٹ پاتہوں پہ ہم,laakh āvāra sahī shahroñ ke futpāthoñ pe ham
لاش یہ کس کی لیے پہرتے ہیں ان ہاتہوں پہ ہم,laash ye kis kī liye phirte haiñ in hāthoñ pe ham
اب انہیں باتوں کو سنتے ہیں تو اتی ہے ہنسی,ab unhīñ bātoñ ko sunte haiñ to aatī hai hañsī
بے طرح ایمان لے ائے تہے جن باتوں پہ ہم,betarah īmān le aae the jin bātoñ pe ham
کوئی بہی موسم ہو دل کی اگ کم ہوتی نہیں,koī bhī mausam ho dil kī aag kam hotī nahīñ
مفت کا الزام رکہ دیتے برساتوں پہ ہم,muft kā ilzām rakh dete barsātoñ pe ham
زلف سے چہنتی ہوئی اس کے بدن کی تابشیں,zulf se chhantī huī us ke badan kī tābisheñ
ہنس دیا کرتے تہے اکثر چاندنی راتوں پہ ہم,hañs diyā karte the aksar chāñdnī rātoñ pe ham
اب انہیں پہچانتے بہی شرم اتی ہے ہمیں,ab unheñ pahchānte bhī sharm aatī hai hameñ
فخر کرتے تہے کبہی جن کی ملاقاتوں پہ ہم,faḳhr karte the kabhī jin kī mulāqātoñ pe ham
لوگ کہتے ہیں کہ تو اب بہی خفا ہے مجہ سے,log kahte haiñ ki tū ab bhī ḳhafā hai mujh se
تیری انکہوں نے تو کچہ اور کہا ہے مجہ سے,terī āñkhoñ ne to kuchh aur kahā hai mujh se
ہائے اس وقت کو کوسوں کہ دعا دوں یارو,haae us vaqt ko kosūñ ki duā duuñ yaaro
جس نے ہر درد مرا چہین لیا ہے مجہ سے,jis ne har dard mirā chhīn liyā hai mujh se
دل کا یہ حال کہ دہڑکے ہی چلا جاتا ہے,dil kā ye haal ki dhaḍke hī chalā jaatā hai
ایسا لگتا ہے کوئی جرم ہوا ہے مجہ سے,aisā lagtā hai koī jurm huā hai mujh se
کہو گیا اج کہاں رزق کا دینے والا,kho gayā aaj kahāñ rizq kā dene vaalā
کوئی روٹی جو کہڑا مانگ رہا ہے مجہ سے,koī rotī jo khaḍā maañg rahā hai mujh se
اب مرے قتل کی تدبیر تو کرنی ہوگی,ab mire qatl kī tadbīr to karnī hogī
کون سا راز ہے تیرا جو چہپا ہے مجہ سے,kaun sā raaz hai terā jo chhupā hai mujh se
مانا کہ رنگ رنگ ترا پیرہن بہی ہے,maanā ki rañg rañg tirā pairahan bhī hai
